RSI,MeanToStdDev,PL
71.9143,1.528392,WeakSell
73.23732,1.452815,WeakSell
74.11601,1.471847,WeakSell
75.03162,0.9584397,WeakBuy
65.58255,0.7442865,WeakBuy
61.74456,0.6476141,WeakBuy
60.63706,0.9580576,WeakBuy
65.20667,0.8287242,WeakBuy
63.59589,1.017897,WeakBuy
64.2429,1.172289,WeakSell
65.06802,1.335049,WeakBuy
66.61044,1.171199,WeakSell
64.78127,1.017735,WeakSell
63.35692,1.153681,WeakSell
64.53749,1.423938,Sell
65.35831,1.674909,Sell
66.52145,1.094302,WeakSell
61.17544,1.25624,Sell
62.45477,1.598208,StrongSell
64.2112,1.55491,StrongSell
62.1725,0.283933,WeakSell
50.3975,-0.7362769,WeakSell
40.24733,-0.6632038,WeakSell
42.16457,-0.9337674,WeakSell
40.99265,-1.043045,WeakSell
42.9311,-1.311991,WeakBuy
42.66634,-2.082021,WeakBuy
38.78896,-1.78369,WeakBuy
39.36753,-1.482213,WeakSell
39.22081,-1.994632,WeakBuy
34.37231,-2.429871,WeakBuy
30.98343,-1.635097,WeakBuy
36.96838,-1.348855,WeakBuy
41.71513,-1.067625,WeakBuy
45.56909,-1.358426,WeakBuy
43.01056,-1.039976,Buy
44.3097,-0.7962037,WeakBuy
47.7614,-0.5312579,WeakBuy
49.30976,-0.3235122,WeakBuy
50.60173,0.3870839,WeakSell
57.14085,0.6339646,WeakSell
59.39502,0.6099906,Sell
58.65382,0.7488614,Sell
58.43111,0.6481321,WeakSell
54.96188,0.2874016,WeakSell
48.1674,-0.3275717,WeakBuy
42.18394,-0.6500053,WeakSell
37.59664,-0.4516126,WeakBuy
37.59369,-0.5313175,WeakBuy
36.13631,-1.005934,Buy
35.10878,-0.7165958,WeakBuy
40.47123,1.04829,Sell
53.88412,1.544909,WeakSell
57.77404,-0.1374243,WeakBuy
46.87527,-0.3573422,WeakBuy
46.30451,-0.7485413,WeakBuy
45.98647,-1.409898,Buy
41.67831,-1.052233,Buy
43.62078,-0.4026909,WeakBuy
49.94013,-0.4521458,WeakBuy
51.7649,-0.2403829,Buy
52.27371,0.1002905,WeakBuy
54.70184,-0.136863,Buy
52.43407,-0.09002122,Buy
54.43565,0.4017106,WeakBuy
57.14116,1.164742,WeakBuy
61.18154,1.635073,WeakSell
63.23383,1.760473,WeakBuy
63.94588,1.544725,WeakSell
60.8475,1.911651,WeakSell
62.72238,1.50706,WeakBuy
58.88068,0.6444032,WeakBuy
49.6338,0.588138,WeakBuy
48.76653,0.6744084,WeakBuy
50.22828,0.8192689,WeakBuy
53.80626,1.179429,WeakSell
58.37747,2.005396,Sell
64.14912,2.19895,Sell
66.78764,2.293743,Sell
70.50842,1.526041,Sell
62.51941,1.190247,Sell
55.89748,1.164145,Sell
54.99934,1.312759,StrongSell
62.95372,1.066439,StrongSell
61.01654,0.2552943,Sell
51.837,-0.1884905,Sell
49.6014,0.007828795,StrongSell
52.20704,0.06334616,StrongSell
52.14487,-0.5621109,StrongSell
47.0312,-1.370706,StrongSell
40.79459,-0.8665315,StrongSell
45.50562,-1.647296,StrongSell
41.52942,-1.2975,StrongSell
44.90059,-2.088017,StrongSell
39.46371,-2.499475,StrongSell
35.15539,-2.694785,StrongSell
31.65544,-4.142603,Sell
23.24829,-4.28452,Sell
19.7302,-3.697032,Sell
17.17824,-2.881085,Sell
19.50491,-2.625165,Sell
19.71557,-2.703231,WeakSell
17.72758,-2.37462,WeakSell
17.88199,-2.119221,Sell
17.94132,-1.838083,WeakSell
19.60283,-1.490903,StrongSell
23.78852,-1.356955,Sell
23.48258,-1.439573,Sell
20.15433,-1.536713,Sell
18.87512,-1.34362,StrongSell
23.02337,-1.178026,StrongSell
26.01747,-1.182685,StrongSell
23.9421,-1.235509,StrongSell
22.42192,-1.428802,Sell
20.2577,-1.531387,Sell
18.783,-1.613183,WeakSell
16.13396,-1.757807,WeakSell
13.80445,-1.714336,WeakBuy
13.56625,-1.858067,WeakBuy
12.46018,-1.879963,Buy
9.758097,-2.020933,Buy
8.856891,-1.555954,WeakBuy
19.62866,-1.044403,WeakSell
31.86661,-1.259667,WeakBuy
29.35861,-1.065482,WeakSell
32.69309,-0.5314418,WeakSell
43.74431,-0.7602518,Sell
42.51366,0.4055695,StrongSell
56.3683,0.719409,StrongSell
58.12793,0.5890406,StrongSell
56.39659,0.5797079,StrongSell
57.19183,0.4337151,StrongSell
54.68532,-0.2580661,StrongSell
46.8486,-1.067902,StrongSell
39.35625,-1.557388,StrongSell
34.25387,-2.174257,StrongSell
29.7207,-2.276065,StrongSell
28.33919,-2.941528,WeakSell
24.59258,-2.369947,Sell
26.50174,-1.989277,StrongSell
27.86207,-1.723938,StrongSell
29.61292,-2.248759,Sell
26.06993,-1.717445,StrongSell
32.0846,-1.29873,StrongSell
37.53521,-1.502488,StrongSell
36.10294,-1.720823,StrongSell
34.66087,-1.554444,StrongSell
35.93768,-1.541911,StrongSell
36.34686,-1.908013,Sell
32.7346,-2.350399,WeakSell
28.86871,-2.207277,Sell
26.49949,-2.216562,WeakBuy
22.4117,-2.383534,StrongBuy
20.30917,-2.066207,WeakBuy
21.04882,-1.443981,Sell
30.42508,-0.9827063,WeakSell
39.11542,-1.320267,WeakBuy
30.69255,-1.28244,WeakBuy
28.95441,-1.157448,Sell
30.20053,-0.8287895,Sell
36.2623,-0.9828866,WeakBuy
33.95908,-1.086926,WeakSell
33.22392,-0.9183988,WeakSell
36.92133,-1.240182,Buy
34.13419,-1.415441,Buy
33.15213,-1.196541,WeakSell
36.07495,-0.8943294,WeakBuy
41.41697,-1.077988,Buy
38.01349,-0.9952385,Buy
37.21193,-0.8535286,StrongBuy
37.58095,-1.171168,StrongBuy
35.66394,-1.095046,StrongBuy
34.46769,-0.423932,WeakBuy
41.93178,0.2141717,WeakSell
49.24951,0.3371299,WeakBuy
50.13483,0.3338371,WeakBuy
48.55923,-0.0213917,StrongBuy
45.11027,-0.6932857,StrongBuy
42.20639,-0.5676284,StrongBuy
45.6571,-0.4944159,StrongBuy
46.43025,-0.2578429,StrongBuy
48.86889,-0.1117017,StrongBuy
52.56046,0.7913687,StrongBuy
57.06487,1.166983,StrongBuy
55.73884,1.766023,StrongBuy
55.76065,3.201014,StrongBuy
67.06024,3.73811,StrongBuy
70.36336,4.096826,Buy
73.83137,4.685207,WeakSell
78.00484,4.52202,StrongSell
83.08337,3.985199,StrongSell
85.8273,2.320021,WeakSell
70.28882,1.956067,WeakSell
70.04286,1.695001,Sell
69.32897,1.554593,Sell
68.67214,1.515815,Sell
68.64964,1.471943,StrongSell
70.45276,1.540276,StrongSell
72.14236,1.277668,StrongSell
67.6536,1.080706,StrongSell
66.45235,0.9735457,StrongSell
65.42929,0.8709688,StrongSell
62.69749,0.5014546,Sell
52.95961,0.01056026,Sell
44.62456,0.1536251,StrongSell
49.14795,0.2512493,StrongSell
53.63433,0.06894372,StrongSell
53.69662,-0.3354122,Sell
48.07149,-0.6277855,WeakSell
45.63587,-0.7846676,WeakSell
45.19949,-1.028755,WeakSell
43.96123,-0.9096822,StrongSell
46.7185,-0.968803,WeakSell
47.58968,-1.684378,WeakBuy
40.74623,-1.791624,WeakSell
38.5106,-1.660177,WeakSell
39.64696,-1.831742,WeakSell
35.48176,-1.418394,Sell
36.93393,-0.917191,Sell
40.52716,-0.8810925,Sell
36.60335,-1.177094,WeakSell
35.3535,-1.564465,WeakBuy
31.236,-1.608786,WeakBuy
30.12648,-1.204016,Sell
35.99176,-1.100651,WeakBuy
35.58133,-1.281785,WeakBuy
32.00642,-1.114306,WeakSell
31.82916,-0.7860166,Sell
37.62615,-0.8486275,WeakSell
36.72316,-0.87874,WeakSell
35.68349,-1.085851,WeakSell
33.19672,-0.9053802,WeakSell
37.02663,-1.27484,WeakSell
36.10951,-1.605125,WeakBuy
31.61208,-1.944418,Buy
27.6088,-1.58008,WeakBuy
32.23664,-1.225181,WeakSell
38.52205,-0.6286364,WeakBuy
45.66872,-0.9727899,WeakSell
43.19393,-0.7557925,WeakBuy
45.48095,-1.006069,WeakBuy
41.89948,-1.345639,WeakBuy
39.00497,-1.816717,Buy
38.93168,-1.682925,StrongBuy
40.19231,-1.809744,Buy
37.91479,-1.568892,StrongBuy
40.31627,-1.046592,StrongBuy
42.21754,-0.9917721,StrongBuy
38.03261,-0.5965686,StrongBuy
41.99355,-0.2882006,StrongBuy
47.0026,0.5048963,StrongBuy
55.99485,1.172083,StrongBuy
60.58995,1.47406,StrongBuy
60.15332,1.599571,StrongBuy
60.90779,3.589997,WeakSell
73.02565,5.047034,Sell
79.13302,3.805348,Sell
78.57732,2.985672,Sell
77.82892,2.366464,WeakSell
73.5918,2.051597,Sell
73.28107,1.951221,Sell
72.85006,1.386967,WeakSell
64.97071,0.6945099,WeakBuy
54.20771,0.8100752,WeakBuy
58.0106,0.6768321,WeakBuy
55.6241,1.009343,Sell
60.01347,1.108411,Sell
60.74809,1.137109,Sell
63.35092,0.6674591,WeakSell
54.81538,0.3905863,WeakSell
51.60592,0.3609785,WeakBuy
53.27246,0.08240736,WeakBuy
51.18867,0.3691154,Sell
57.06531,0.4492178,WeakSell
60.36026,0.1499642,WeakSell
56.61965,0.01246193,WeakSell
55.31933,-0.3546263,WeakBuy
51.9435,-0.9568255,StrongBuy
45.78603,-1.144944,StrongBuy
44.98301,-1.185042,StrongBuy
44.81718,-0.8105291,Buy
49.47716,-0.2496059,WeakBuy
55.13798,-0.7263097,StrongBuy
51.25443,-1.056212,StrongBuy
45.4397,-0.2547194,Buy
48.37858,0.02928821,Buy
49.89043,0.01588306,Buy
49.07564,0.3378373,Buy
51.6011,0.6601774,StrongBuy
53.34364,0.4295893,StrongBuy
50.07326,0.8432105,StrongBuy
54.4278,1.959085,WeakBuy
64.03342,2.711925,Buy
66.8481,2.499487,WeakBuy
67.52071,2.249968,Buy
65.37266,1.738017,Buy
60.22223,1.443284,StrongBuy
56.63129,1.059412,StrongBuy
55.14455,1.588316,StrongBuy
61.66867,1.989045,Buy
65.25303,2.346637,WeakBuy
70.72721,2.697633,WeakBuy
73.25672,2.438363,WeakBuy
72.99915,1.946426,WeakBuy
70.32803,1.673863,Buy
68.58351,1.455143,WeakBuy
68.42027,1.851346,WeakSell
76.43941,2.067406,WeakSell
79.59764,2.030168,Sell
80.38685,1.894486,WeakSell
79.81243,1.572589,Sell
73.22727,1.319055,WeakSell
71.23276,0.6717457,WeakBuy
59.59546,0.8327253,WeakSell
60.53856,0.9558623,WeakBuy
62.15664,0.9970884,Sell
63.81387,0.8512241,WeakSell
61.86324,0.2618677,Buy
52.78312,0.06198581,WeakBuy
52.23739,0.2209877,WeakBuy
54.78032,0.3325028,WeakBuy
55.19684,0.3239793,WeakBuy
54.22701,-0.01742824,Buy
50.73505,0.3279223,WeakSell
55.34984,0.5201331,WeakBuy
59.13737,0.1432769,WeakBuy
56.55037,0.6459877,WeakSell
62.76682,0.5484928,WeakSell
61.14802,0.7720723,WeakSell
61.22124,0.9619679,WeakSell
60.50404,0.3792296,WeakBuy
53.48602,-0.2560561,WeakBuy
49.1163,-0.7098946,WeakBuy
47.56505,-0.2964073,WeakBuy
50.71671,-1.223549,Buy
45.57782,-0.415455,WeakBuy
47.48093,-0.5463055,Buy
44.00759,-0.5792065,Buy
42.27644,-0.3772487,Buy
42.98869,0.6564806,WeakBuy
50.59646,1.654878,WeakBuy
55.6421,1.682107,WeakBuy
60.2329,2.680269,WeakSell
63.10622,2.844139,WeakBuy
64.08842,2.296891,WeakBuy
62.01147,2.038289,WeakBuy
62.4157,1.777762,WeakBuy
66.73122,2.01056,WeakSell
70.46841,1.649759,WeakBuy
66.23734,0.5361573,Buy
52.86517,0.02584651,Buy
48.19384,1.134745,WeakBuy
58.56987,2.497347,WeakSell
65.10503,2.903475,WeakSell
67.31142,2.509763,Sell
68.79309,2.041133,WeakSell
64.95607,1.187684,WeakBuy
56.89026,0.2512659,WeakBuy
47.74429,0.1353367,WeakBuy
46.63965,0.2441719,WeakBuy
49.38285,0.9221592,WeakSell
57.2169,0.6515343,WeakBuy
56.23574,-0.2042065,Buy
47.96874,-0.3143961,Buy
49.82219,0.1251689,WeakBuy
52.87318,0.5716447,WeakBuy
57.13303,0.9835483,WeakBuy
60.31088,1.18098,WeakBuy
61.63182,1.023492,WeakBuy
59.34706,0.67694,Buy
55.86011,0.9859239,WeakBuy
58.45141,1.198133,WeakBuy
58.77188,0.8523906,WeakBuy
55.62239,0.4237849,Buy
52.75803,0.02095204,Buy
49.8245,0.5552577,Buy
53.69373,0.1632308,Buy
50.1518,0.9280592,Buy
55.66941,1.997015,Buy
64.21251,2.83887,WeakBuy
69.6692,2.726387,WeakBuy
68.64904,2.823001,WeakBuy
67.65273,2.340252,WeakBuy
64.65899,2.397319,WeakBuy
66.2418,2.618236,WeakSell
69.54472,2.546381,WeakSell
73.78092,2.072494,WeakSell
74.57807,1.666514,WeakBuy
70.46889,2.0199,WeakSell
73.98709,2.011952,WeakSell
73.67139,1.50059,WeakBuy
66.89055,1.164333,WeakBuy
65.7114,0.9499919,WeakBuy
62.97197,0.6234429,WeakBuy
56.46958,0.7712775,WeakBuy
58.03358,0.556347,Buy
54.25947,0.3540051,Buy
51.44518,0.6471247,Buy
56.92271,1.052942,WeakBuy
63.29827,0.9262477,Buy
61.95211,1.180667,WeakBuy
64.98914,1.038059,Buy
64.93833,1.03481,WeakBuy
67.13061,1.428967,WeakBuy
72.44485,1.850998,WeakSell
75.21234,1.876687,WeakSell
77.1973,1.840531,WeakBuy
76.53641,1.815315,WeakSell
74.21462,2.099992,WeakSell
74.01962,2.25081,WeakSell
74.5913,2.24075,Sell
74.58924,2.294134,Sell
76.15488,1.519343,WeakSell
64.74895,0.6376734,WeakBuy
51.84582,-0.0247421,WeakBuy
44.3421,-0.02174008,WeakBuy
45.40841,0.05844544,Buy
47.72886,-0.09679668,WeakBuy
43.516,-0.493973,Buy
38.76571,0.1933372,WeakBuy
49.64965,0.6364747,WeakBuy
56.10682,0.6053185,WeakBuy
57.47573,1.120835,WeakSell
64.77828,1.386298,WeakSell
66.92884,1.492327,WeakSell
69.70525,0.7328001,WeakBuy
61.72127,0.3772954,WeakSell
57.37668,0.9458866,WeakSell
60.79892,0.4424931,WeakBuy
56.9455,0.6158681,WeakSell
57.36227,0.3291331,WeakSell
55.53769,-0.1342814,WeakBuy
51.84111,0.4142399,WeakSell
54.00505,0.6473417,WeakSell
53.5909,2.044248,Sell
61.10766,1.863758,Sell
60.64514,0.2655132,Sell
49.5277,1.398723,Sell
55.42004,1.528878,StrongSell
55.90403,1.728429,StrongSell
57.01157,1.843893,StrongSell
57.538,0.3666966,Sell
48.52381,-0.8590981,Sell
43.03145,-1.379917,Sell
41.6737,-1.769502,Sell
39.54115,-1.75881,Sell
39.45375,-2.100549,Sell
37.91868,-2.318588,Sell
37.10017,-2.615629,Sell
32.31648,-2.697327,Sell
29.29575,-3.256937,WeakSell
25.28278,-3.215315,WeakSell
21.22951,-2.761708,WeakBuy
19.94681,-2.591224,WeakBuy
18.75213,-2.154809,WeakBuy
23.06506,-1.657184,WeakSell
31.34206,-1.413472,WeakSell
32.77145,-1.369925,WeakSell
33.2113,-1.231842,WeakSell
34.02609,-1.426942,WeakSell
30.85906,-1.13123,WeakBuy
36.88898,-1.224738,WeakBuy
33.13547,-1.037292,WeakSell
35.43836,-0.7724361,WeakSell
37.34124,-0.9125197,WeakSell
34.01868,-0.8132906,WeakSell
36.87859,-0.8322935,WeakSell
31.92633,-0.2864205,Sell
42.98587,-0.1602251,Sell
42.70777,-0.01217227,StrongSell
42.59135,-0.01659718,StrongSell
43.12217,-0.3298018,StrongSell
39.93174,-0.6376634,StrongSell
36.99875,-0.8511007,StrongSell
35.39824,-1.963379,WeakSell
28.32744,-2.722253,Sell
25.02403,-2.221599,Sell
29.1802,-1.778241,Sell
33.55294,-2.152397,Sell
31.81857,-2.555873,Sell
30.99465,-2.710516,Sell
30.26913,-2.851675,WeakSell
28.11349,-2.639853,Sell
27.95593,-2.080642,Sell
31.58889,-1.74354,Sell
32.56865,-2.338245,WeakSell
26.42246,-2.790318,WeakSell
22.62813,-2.404465,WeakBuy
22.82142,-1.830276,Sell
30.77638,-1.653209,WeakSell
30.00555,-1.698584,WeakSell
28.9172,-1.855729,WeakSell
25.20983,-1.719578,WeakBuy
23.31087,-1.329319,Sell
31.55251,-1.227261,WeakSell
31.61239,-1.438545,WeakSell
28.24879,-1.552169,WeakSell
21.89994,-1.18388,WeakSell
28.90132,-1.175692,WeakBuy
27.26858,-1.217151,WeakBuy
26.10887,-1.352795,WeakBuy
24.93595,-0.9494543,WeakSell
34.1986,-1.111476,WeakBuy
32.00965,-1.199293,WeakBuy
32.28046,-0.5373553,WeakSell
44.55866,-0.6480821,WeakBuy
41.50946,-0.8698292,WeakSell
37.40214,-0.4023997,WeakSell
43.54691,-0.7715113,WeakBuy
40.4292,-0.5660598,WeakSell
42.88272,-0.2111683,WeakSell
46.85866,0.5075493,Sell
52.18186,0.3931865,WeakSell
49.27497,0.6019503,Sell
49.07357,1.300657,Sell
55.14025,0.2367884,Sell
50.27794,-1.07894,WeakSell
44.01209,-1.727277,WeakSell
39.58294,-1.489015,WeakSell
39.95214,-3.039298,WeakBuy
34.85148,-3.602397,Buy
33.08221,-2.695916,WeakBuy
35.39267,-1.232006,WeakSell
42.38244,-1.120157,WeakBuy
42.70849,-1.047268,WeakSell
44.41644,-0.4434826,Sell
50.06414,-0.336125,WeakSell
49.01904,-0.6395339,WeakSell
47.39123,-1.303036,WeakSell
43.4161,-1.756482,WeakBuy
41.36451,-1.977337,WeakBuy
37.00882,-1.017445,WeakSell
46.24382,0.6938607,Sell
58.73016,0.3361675,Sell
53.59726,0.7288076,StrongSell
56.73026,0.3855503,StrongSell
54.48956,-0.119654,Sell
48.57031,-0.6932759,StrongSell
45.38781,-0.4824656,StrongSell
46.07378,-1.04361,StrongSell
41.13516,-1.478808,Sell
36.19863,-1.669901,StrongSell
34.90568,-1.245508,StrongSell
37.87568,-1.642834,Sell
33.98684,-2.352396,StrongSell
31.49824,-1.914444,StrongSell
36.024,-1.329807,StrongSell
40.9549,-1.563094,StrongSell
38.90922,-2.71685,StrongSell
34.28677,-3.886131,Sell
28.79924,-4.330033,WeakSell
23.90127,-3.268836,Sell
22.33265,-1.750608,StrongSell
37.35803,-2.392426,Sell
32.10273,-2.322173,Sell
30.04611,-2.298745,Sell
28.51004,-2.479576,WeakSell
26.0926,-2.601794,WeakSell
24.1551,-2.330091,WeakBuy
24.48348,-2.109416,WeakSell
24.80157,-1.521145,Sell
32.42061,-1.138692,StrongSell
35.17681,-1.324072,WeakSell
32.37119,-1.648089,WeakSell
27.35751,-1.535674,WeakBuy
27.47947,-1.431176,Sell
27.95423,-1.150141,WeakSell
33.23985,-1.225481,WeakSell
30.82724,-1.307496,WeakSell
29.70399,-1.252942,WeakSell
29.94122,-1.149453,WeakSell
31.03177,-1.462836,Buy
26.1335,-1.762068,StrongBuy
23.24693,-1.602576,Buy
25.14028,-1.403241,StrongBuy
26.94699,-1.19699,Buy
28.68851,-1.002984,Buy
31.98985,-0.6505569,Buy
39.43422,-0.4464264,WeakBuy
44.14331,-0.2056713,WeakBuy
49.07729,-0.05204295,WeakBuy
49.62313,0.2438241,WeakBuy
48.19283,0.2979347,WeakBuy
51.04841,0.007969121,Buy
46.80939,-0.05242056,Buy
46.20555,0.3124543,Buy
51.23822,0.4097163,WeakBuy
54.08439,0.496167,Buy
54.44776,-0.2579294,StrongBuy
46.73478,-0.1458795,StrongBuy
43.47002,0.7681891,Buy
49.49105,2.096698,Buy
61.08262,2.029122,Buy
63.7573,2.182546,Buy
64.9501,2.206775,Buy
66.13972,2.315012,WeakBuy
66.93806,2.063706,Buy
68.27258,1.528261,StrongBuy
63.68352,1.585843,Buy
65.38623,1.938046,Buy
69.15101,2.218534,WeakBuy
76.69395,2.478579,WeakBuy
84.19201,2.116894,WeakBuy
81.91996,1.97848,WeakBuy
81.69582,1.414017,Buy
69.92701,1.389889,WeakBuy
69.66228,1.504862,WeakBuy
70.12378,1.654296,WeakBuy
71.81672,1.774264,WeakBuy
73.328,1.653788,WeakBuy
73.10609,1.684052,WeakSell
73.81464,1.533431,WeakBuy
73.10974,1.737239,WeakSell
79.11737,1.878441,Sell
81.99685,1.668903,Sell
79.40348,1.522721,Sell
78.13996,1.668501,StrongSell
80.20249,1.613824,StrongSell
84.91287,1.134646,StrongSell
72.6881,0.5635751,WeakSell
59.06541,-0.1098139,WeakSell
46.38368,-0.312573,WeakBuy
45.61756,-0.483482,WeakSell
44.0945,-0.2811649,WeakSell
47.64255,-0.2762209,WeakSell
47.94248,-0.5375409,WeakSell
46.21682,-1.07673,WeakBuy
43.15157,-1.467153,WeakBuy
39.93254,-1.744748,Buy
36.55674,-1.685727,Buy
35.85145,-1.395878,WeakBuy
37.05556,-1.207004,WeakBuy
40.23706,-1.226865,Buy
39.8837,-1.320697,Buy
41.21066,-0.8448896,WeakBuy
48.37373,-0.5476987,WeakBuy
51.6901,-0.3209898,WeakBuy
53.31014,-0.1205369,WeakBuy
54.31232,-0.7167255,StrongBuy
45.24087,-1.001662,StrongBuy
40.38636,-0.9355184,StrongBuy
40.54866,-0.9628561,StrongBuy
36.94408,-0.3873807,StrongBuy
43.25087,0.349354,StrongBuy
52.16225,0.7802819,StrongBuy
55.2747,1.161171,StrongBuy
55.97806,1.498275,StrongBuy
57.08247,1.529984,StrongBuy
57.50261,2.429237,StrongBuy
65.38352,3.651685,Buy
75.53447,3.118013,StrongBuy
76.29517,2.79469,Buy
77.58006,2.754874,StrongBuy
78.75098,2.469325,Buy
78.79874,2.618834,Buy
82.16625,2.339281,Buy
84.68315,2.3438,WeakBuy
87.71181,2.144189,Buy
88.75415,1.984587,WeakBuy
88.44039,2.142493,WeakSell
89.54415,2.111457,WeakSell
89.84852,1.83471,WeakSell
86.6685,1.74884,WeakBuy
87.85784,1.413076,WeakBuy
78.05968,1.556637,WeakSell
80.11205,1.635293,Sell
81.57553,1.535033,WeakSell
81.40165,1.134254,WeakSell
72.88262,0.9387059,Buy
70.42141,0.8502725,WeakSell
69.90411,1.065865,WeakSell
74.58491,0.9080185,WeakSell
70.67718,1.10998,WeakSell
72.89906,0.7755812,WeakSell
64.81127,0.4333749,WeakBuy
58.30772,0.5277067,WeakSell
60.51082,0.5765615,WeakSell
62.89552,0.7476924,WeakSell
64.71802,0.8640918,Sell
64.45258,1.394716,StrongSell
69.01293,1.918612,StrongSell
72.5097,1.558042,StrongSell
67.83743,0.6524357,StrongSell
58.08892,-0.1842389,Sell
50.27723,-1.138536,Sell
45.27961,-1.413129,Sell
43.32887,-1.979379,Sell
41.14038,-2.082163,Sell
40.46998,-2.849703,WeakSell
34.37813,-2.812735,WeakSell
31.93488,-1.882397,Sell
38.1423,-1.26096,StrongSell
42.23312,-1.126065,StrongSell
44.16161,-2.124457,WeakSell
35.0637,-2.69687,WeakSell
29.33965,-2.417211,Sell
29.16055,-2.393044,WeakSell
29.52691,-2.557718,WeakBuy
27.97144,-2.723563,Buy
25.63985,-2.297054,WeakBuy
24.78629,-1.785442,WeakBuy
31.01967,-1.164427,Sell
38.47453,-1.002987,WeakSell
41.16055,-0.9447746,WeakSell
42.3372,-1.191745,WeakSell
37.36164,-1.072639,WeakSell
37.52588,-1.047524,WeakBuy
35.68053,-0.7435809,Sell
40.18081,-0.3185541,Sell
45.05498,-0.6944801,WeakSell
37.01816,-0.8887783,WeakSell
34.5542,-0.7754602,WeakSell
37.28599,-1.185223,WeakBuy
34.4079,-1.183214,WeakBuy
35.13672,-1.183329,WeakBuy
34.55115,-1.252017,WeakBuy
33.79461,-1.096928,WeakBuy
35.28288,-1.050821,WeakBuy
36.83232,-0.6348988,WeakBuy
42.66027,-0.7320836,WeakBuy
39.0972,-0.0521329,WeakSell
44.88034,0.610313,WeakSell
50.0744,0.5462606,WeakSell
51.24965,1.157898,WeakSell
56.70886,-0.1076849,WeakBuy
47.72224,-1.531882,Buy
41.45929,-2.636742,StrongBuy
37.97443,-2.703768,StrongBuy
38.21833,-2.105743,StrongBuy
40.24245,-1.15388,StrongBuy
45.42007,0.2958676,Buy
52.47154,1.459718,Buy
58.21284,0.8759387,Buy
54.35406,1.212303,Buy
57.52424,1.927779,Buy
60.88003,1.797595,Buy
61.06266,2.203526,WeakBuy
62.90951,2.447998,WeakBuy
63.95739,2.33084,WeakSell
67.53455,2.38583,WeakSell
70.70905,2.204262,WeakSell
70.61225,1.809974,WeakBuy
69.85712,1.618256,WeakBuy
68.46626,1.966256,Sell
72.01679,1.986822,Sell
73.55528,1.432315,WeakBuy
65.05128,0.9163575,WeakBuy
57.60983,0.694713,WeakBuy
54.23358,0.8860402,WeakBuy
57.63774,1.004358,WeakSell
58.15095,0.8661648,WeakBuy
55.51596,0.4428212,WeakBuy
50.47805,0.1643014,Buy
46.6329,0.1834179,Buy
50.10529,0.2427227,Buy
54.70105,0.406914,Buy
60.94267,0.5857761,WeakBuy
65.47891,0.7586765,Buy
67.80715,0.3914776,Buy
61.33355,0.9660787,WeakBuy
64.05739,1.337629,WeakBuy
64.36763,1.489355,Buy
67.43195,1.436655,WeakBuy
66.94339,1.658927,Buy
66.53649,1.704342,WeakBuy
66.68996,2.496154,WeakBuy
69.70689,2.968721,WeakBuy
71.46869,2.737546,WeakBuy
71.34184,1.82982,WeakBuy
62.89915,1.450909,WeakBuy
59.28387,1.003392,Buy
55.63223,0.8281991,Buy
54.15844,1.627131,WeakBuy
59.2097,1.365032,WeakBuy
56.19204,1.291024,Buy
58.47028,1.414674,Buy
63.63322,2.097275,WeakBuy
71.43873,2.524721,WeakSell
74.60181,2.354206,WeakBuy
74.55837,1.762877,WeakBuy
68.37687,1.562387,WeakBuy
70.42157,1.388407,Buy
71.73521,1.020335,Buy
65.58867,1.124924,Buy
67.44322,1.076512,Buy
66.88045,1.450477,Buy
70.0572,1.274537,Buy
66.92587,1.681486,Buy
73.36627,1.377194,Buy
67.83054,1.847754,WeakBuy
71.18764,1.82421,Buy
71.48331,2.318064,WeakSell
75.47114,2.466298,WeakBuy
77.20974,2.204969,WeakBuy
76.73759,2.115603,WeakBuy
76.32732,1.794914,WeakBuy
71.72572,1.705546,WeakBuy
71.61343,0.7369704,StrongBuy
56.91784,0.63324,Buy
56.92482,1.415533,WeakBuy
67.12047,2.084489,WeakBuy
73.04336,1.850039,WeakBuy
70.27765,1.837468,WeakBuy
71.44418,1.703008,WeakSell
71.44092,2.342336,Sell
75.97243,2.734731,Sell
77.95135,2.514451,StrongSell
77.21418,2.193931,StrongSell
76.01181,1.916588,StrongSell
76.90157,1.893529,StrongSell
78.51284,1.128851,Sell
63.94478,0.03029024,WeakSell
48.73777,-0.427802,WeakSell
43.87594,-0.5207406,Sell
43.83546,-0.7668473,WeakBuy
40.71659,-1.281862,WeakSell
37.39551,-1.274714,WeakBuy
36.73986,-1.5724,WeakBuy
35.52689,-1.377064,WeakBuy
36.84116,-1.08246,WeakBuy
41.5704,-0.9555938,WeakSell
41.87901,-1.061366,WeakBuy
40.00907,-1.848421,Buy
32.94753,-1.653062,Buy
34.10881,-1.530872,Buy
35.31374,-1.14854,Buy
41.13883,-0.7443439,WeakBuy
50.21594,-0.4814827,Buy
53.96912,-0.218776,WeakBuy
54.86343,-0.1186258,Buy
53.61429,0.01949767,WeakSell
55.4422,0.5447364,Sell
61.08496,0.7695044,Sell
62.80081,0.8514233,StrongSell
60.86542,0.8361641,Sell
57.82137,0.6021619,Sell
51.75705,0.1586249,WeakSell
43.81499,-0.03845879,WeakSell
40.38322,0.3206671,WeakSell
43.03999,-0.2522524,WeakBuy
38.49504,-1.068961,WeakBuy
